Company_name,URL,company_head,founded_year,location,model,contact
Handea GmbH,http://www.handelsdeal.de,"Mark R?desheim, Thomas Jentzsch",2011,Berlin,b2b-Rabattdienst,post@handelsdeal.de
Healer?s World OHG,http://www.healers-world.com,Torben Wand,2008,K?ln,"Plattform für Heiler, Heilpraktiker und Therapeuten",info@healers-world.com
Heimathonig GmbH,http://www.heimathonig.de/,Heike Helfenstein,2010,Oberhaching,Honig-Ahop,
Helpedia GmbH,http://www.helpedia.de,"Sebastian Schwiecker, Achim Ritzmann, Thomas Stolze",2009,Frankfurt am Main,Internetportal für gesellschaftliches Engagement,
HelpMundo GmbH,https://www.helpmundo.de/,Harald Meurer,2009,Köln,Entwicklung und Betrieb von SaaS-basierten Spendentechnologien im Internet sowie Beteiligungen an Technologie-Startups.  ,h.meurer@helpmundo.de
Helpster GmbH,http://www.helpster.de/,"S?nke Strahmann, Arnd Benninghoff",2005,M?nchen,Arztsuche und -bewertungsplattform,info@helpster.de
Herrenschmiede GmbH,http://www.herrenschmiede.de,"Tim Arvid Selke, Peter Waleczek",2008,Berlin,Maßanzüge und Maßhemden,info@herrenschmiede.de
Hikuku GmbH,http://www.hoersport.de,"Tim B?rmann, Sven Ehlert",2010,Bernau bei Berlin,Personalisisierte Fitnessübungen,info@hoersport.de
hiogi GmbH,http://www.hiogi.de,"Bj?rn Behrendt, Christoph Daecke",2007,Berlin,Mobile Wissens-Community,info@hiogi.de
HitFox GmbH,http://www.hitfoxgroup.com,Jan Beckers,2011,Berlin,Game-Marketing,info@hitfox.de
Hitmeister GmbH,http://www.hitmeister.de/,"Jan Miczaika, Gerald Sch?nbucher",2005 (als Hitflip Media Trading GmbH),K?ln,Online-Marktplatz,
Hitmeister GmbH,http://www.hitflip.de/,Gerald Sch?nbucher,2005,K?ln,"Online-Tauschbörse für DVDs, CDs, Games oder Bücher",
HolidayCheck AG,http://www.holidaycheck.de/,Hakan ?ktem,2004,Kreuzlingen (Schweiz),Bewertungsplattform f?r Hotels,info@holidaycheck.ch
HolzundEisen GbR,http://www.holzundeisen.de,"Alexander Lorenz, Armin Harbrecht",2003,Schwaig bei N?rnberg,Crossgolfschläger-Label und -Shop,info@holzundeisen.de
hotel.de AG,http://www.hotel.de,"Heinz Raufer, Torsten Sturm, Reinhard Wick",2001,N?rnberg,Hotelreservierungsdienst,info@hotel.de
hotpotch UG (haftungsbeschr?nkt),http://www.hotpotch.de,Alexander Stengelin,2008,Tuttlingen,Suchmaschine für Veranstaltungen,info@hotpotch.de
HR New Media GmbH,http://www.1000jobboersen.de/,"Florian Behn, Matthew Beedle",2009,Berlin,Meta-Jobbörse,info@1000jobboersen.de
Hubertus von Treuenfels und Achim R?he GbR,http://www.ido-world.com,Hubertus von Treuenfels und Achim R?he,2007,Hamburg,Charity-Plattform,info@ido-world.de
i-locate Gbr,http://www.freitimer.net,"Fabian Angerer, Ralph Buchfelder, Alexander Fischer",2008,Regensburg,Freizeit-Planer fürs Handy,
ichsuche.tv GbR,http://www.ichsuche.tv/,Alexander Sperber,2008,M?nchen,Video-Branchenbuch,info@ichsuche.tv
Idcom GmbH & Co KG,http://www.shirtcity.com,Christian Schneider,2001,Neu-Ulm,T-Shirt-Shop,info@idcomgroup.com
"idivus – Hamburger, Morcinek & Morell GbR",http://www.idivus.com,Marco Hamburger,2009,Berlin,Erinnerungsdienst,
idivus GbR,https://www.idivus.com,"Marco Hamburger, Peter Morcinek",2009,Berlin,Webbasierter Dienst zur Regelung des digitalen Nachlasses,info@idivus.com
iemotion GmbH,http://www.bendecho.de,Dominik Hettich,2001 / 2007,M?nchen,Video-Aggregator,info@bendecho.com
iliketotallyloveit GmbH,http://www.iliketotallyloveit.com,"Martin Albrecht, Till Backhaus, Malte G?sche, Silke Jahn",2006,Bremen,Social-Shopping-Plattform,contact@iliketotallyloveit.com
imagelooop GmbH,http://www.imageloop.com/,Stefan Riehl,2006,K?ln,Fotoverwaltung und -Community,info@imagelooop.de
imedo GmbH,http://www.imedo.de,"Christian Angele, Julia Derndinger",2007,Berlin (vorher Stuttgart),Gesundheitsportal mit Arztsuche und Empfehlungen,julia.derndinger@imedo.de
immoverkauf24 GmbH,https://www.immoverkauf24.de/,Niels Jacobsen,2011,Hamburg,Immobilienserviceportal für Verkauf,info@immoverkauf24.de
Informunity GmbH,http://www.informunity.de,Andrej Lehnert,2008,Bad Aibling,Investment-Simulation,andrej.lehnert@informunity.de
InnoGames GmbH,http://www.innogames.de,"Eike Klindworth, Hendrik Klindworth, Michael Zillmer",2007,Hamburg,Hersteller von Browserspielen,info@innogames.de
Innoserv Gesellschaft f?r Servicenetz & -Vertrieb mbH,http://einfach-machen-lassen.de/,"Alexander Keck, Volker Rantz",2010,Berlin,Vermittlung von IT-Fachleuten,info@einfach-machen-lassen.de
Innovestment GmbH,http://www.innovestment.de,Christin Friedrich,2011,Berlin,Crowdinvesting-Plattform für Start-ups,
inooks Ltd,http://www.mycorners.com/,Volker Haeberlin,2006,London,Business-Netzwerk,info@mycorners.com
Instant Communities GmbH,http://www.sixgroups.com,Bahne Carstensen,2007,Hamburg,Meta-Community,kontakt@sixgroups.com
INSTANTSOUP Media GmbH,http://www.instantsoup.de,"Paul Watzlaw, Wilhelm Schulte Hemming",2007,Hamburg,Speed-Dating-Plattform,info@meetya.com
intelliAd Media GmbH,http://www.intelliad.de/,"Wolfhart Fr?hlich, Tobias Kiessling, Mischa R?rup",2007,M?nchen,Bid-Management-Software,info@intelliad.de
Intelligence Competence Center (Deutschland) AG,http://www.icjobs.de/,Torsten Heissler,2007,Frankfurt am Main,Jobsuchmaschine,feedback@iccenter.net
Intelligent Apps GmbH,http://www.mytaxi.net/,"Niclaus Mewes, Sven K?lper",,Hamburg,Smartphone-Taxibestellsystem,info@mytaxi.net
IntelliMedia AG,http://my-miki.com/,Marc Frey,2008,Berlin,Magazingestaltung im Web,info@intelli-media.de
InterfaceOne GmbH,http://www.immopionier.de,Till Aust,2010,Hamburg,Metasuchmaschine für Immobilien,mail@interface1.de
intermediport GbR,http://www.intermediport.de,Johannes Blatz und Tobias B,2008,76684 ?stringen,Kontaktbörse für Händler und Interessenten medizinischer Neu- und Gebrauchtgeräte,info@intermediport.de
InterNations GmbH,http://www.internations.org,"Philipp von Plato, Malte Zeeck",2007,München,"Netzwerk für ""global Minds""",info@internations.org
Invyte GmbH & Co KG,http://www.invyte.de/,Malte Kalkoffen,2007,Hamburg,Eventportal,kontakt@invyte.de
inzumi GmbH,http://www.inzumi.com,"Enrico Just, Christian Felten",2007,Frankfurt am Main,Print-on-demand Reiseführer,kontakt@inzumi.de
IT Stocklist GmbH,http://www.itstocklist.com,Amos Struck,2008,Bonn,Handelsplattform f?r IT-H?ndler,
it.orange multimedia agentur e.K,http://www.stockjaeger.de/,Sascha Momcilovic,2007,Filderstadt,B?rsen-Community,info@stockjaeger.de
iVerein Networks GmbH,http://www.iverein.de,"Mohammadi Akhabach, Marc Regler",2007,Dortmund,Organisationsplattform für Vereine,info@iverein.de
iZAAR GmbH,http://www.izaar.de,"Andreas Ecklebe, Jens Kaszubiak, Alex Titze",2006,Timmenrode,Kleinanzeigenplattform,jens.kaszubiak@izaar.de
J&J Hemdschneider GmbH,http://www.hemdschneider.de,"Jakob Klippel, Jascha Vogel",2011,Berlin,,info@hemdschneider.de
Jade 919 GmbH,http://plinga.com/,"Johannes Kreibohm, Thorsten Lubinski",2009,Berlin,Social-Games-Schmiede,info@plinga.com
JaJah Inc.,http://www.jajah.com,Trevor Healy,2005,Mountain View,Internet-Telefonie-Anbieter,
jameda GmbH,http://www.jameda.de,"Florian Weiß, Fritz Edelmann",2007,München,Bewertungsplattform für Ärzte,gesundheit@jameda.de
JBM JustBook Mobile GmbH,http://www.justbook.com/,"Stefan Menden, Sebastian Fallert, Florian Waldmann, Ognjen Zeric",2011,Berlin,Mobile Hotelbuchungsapp,kontakt@justbook.com
Jimdo GmbH,http://www.jimdo.com/,"Fridtjof Detzner, Matthias Henze, Christian Springub",2007,Hamburg,Website-Baukasten,team@jimdo.com
JobLeads GmbH,http://www.jobleads.de/,"Martin Schmidt, Christian von Ahlen, Jan Hendrik von Ahlen",2007,Hamburg,Recruitingplattform,info@jobleads.de
Jobsuma GmbH,http://www.jobsuma.de,Anja ?akmak,2008,K?ln,Metasuchmaschine für Studentenjobs,
JobTV24 GmbH,http://www.jobtv24.de,Rainer Zugeh?r,2006,Berlin,Online-Videostellenb?rse,info@jobtv24.de
"jobvote.de Fl??er, Grundmann und Wicht GbR",http://www.jobvote.de,"Andreas Fl??er, Thomas Grundmann, Andreas Wicht",2007,Hemsbach,Arbeitgeber-Bewertungsplattform,info@jobvote.de
Jogmap GmbH,http://www.jogmap.de,Werner Bogula,2006,Hamburg,Jogger-Community,jogmaster@jogmap.de
joinity GbR,http://www.urdeal.de,"Malte Frantz, Sebastian Wagner",2007,Hamburg,Live-Shopping-Plattform,kontakt@urdeal.de
JoinR GmbH,http://www.joinr.de/,"Stefan Pflaum, Philipp G?tzinger",2007,D?sseldorf,Social Network,info@joinr.de
Jollydays GmbH,http://www.jollydays.de,"Georg Schmiedl, Stefan Harder",2003,"Wien, M?nchen",Erlebnis-Shop,office@jollydays.de
jomada GmbH,http://www.carsale24.de/,"Jens Sauer, Nikolai Roth",2011,K?ln,Verkaufsplattform für gebrauchte Fahrzeuge,
jomondo GmbH,https://www.jomondo.de/,"Marcel H. Setzer, J?rg S. Toller",2008,N?rnberg,Vermittlungsplattform für Nebenjobs,info@jomondo.de
Joni Wedding GmbH,http://www.hochzeitsplaza.de/,Nikolaus Zacher,2010,M?nchen,Hochzeitsinfodienst,info@hochzeitsplaza.de
Jovoto GmbH,http://www.jovoto.com,Bastian Unterberg,2007,Berlin,Kreativ-Community,mail@jovoto.com
Joy24 GmbH,http://www.joy24.tv,Moritz Kn?fel,2008,Berlin,Erlebnisshop,
Juicywalls GbR,http://www.juicywalls.com,"Mark Hussain, Marcus D?rr",2007,Offenbach am Main,Online-Shop f?r individuell gestaltbare Tapeten und Leinw?nde,kontakt@juicywalls.com
Juno Internet GmbH,http://www.kaufda.de/,"Christian Gaiser, Thomas Frieling, Tim Marbach",2008,Berlin,Plattform für lokale Einkaufsangebote,kontakt@kaufda(punkt) de
Jupidi GmbH,http://www.jupidi.de,"Kjell Fischer, Jascha Samadi",2008,Hamburg,Dating-Dienst,
Jurato Digital GmbH,http://www.jurato.de,Philipp von Bülow,2013,Berlin,Plattform für die Vermittlung und Verwaltung von Rechtsfällen,
JUSMEUM GmbH,http://www.jusmeum.de,"Timo Ehmann, Jan-Christian Seevogel",2009,M?nchen,Fachinformationen zum kleinen Preis,
Justnetwork HandelsGesmbH,http://www.7just7.de/,Nicole Roiger,2006,Wien,Meta-Community,office@7just7.com
Juvalia GmbH,http://www.juvalia.de/,Christian Wallin,2011,Berlin,Online-Shop für Schmuck,
Juwel 157. VV UG,https://www.helpling.de/,"Benedikt Franke, Philip Huffmann",2014,Berlin,Marktplatz für Reinigungskräfte,kontakt@helpling.de
kabukiman Ltd.,http://www.restaurant-kritik.de,Carsten Jutzi,2002,Oberursel,Bewertungsplattform für Restaurants,mail@restaurant-kritik.de
KahlichKonzepte GmbH&Co.KG,http://www.kochplaner.de,Kirstin Kahlich,2009,Heidelberg,Organisationshilfe rund ums Kochen,post@kochplaner.de
Kai B?sel & Stefanie Dimke GbR,http://www.adventman.de,Stefanie Dimke,2010,Hamburg,Online-Shop für individuelle Adventskalender,info@adventman.de
KennstDuEinen GmbH & Co. KG,http://www.kennstdueinen.de/,"John Goddard, Carsten Schmidt",2007,Wiesbaden,Bewertungsplattform f?r Dienstleister,info@kennstdueinen.de
Kfz.net,http://www.kfz.net,,2006,Hamburg,Autoportal und Auto-Community,webmaster@kfz.net
Kickass Networx GmbH,https://www.trillr.de/,"Enrico Mickan, Fabrice Schmidt",2016,München,Shopping-Suchmaschine,vc@trillr.de
Kickpunkt,http://www.kickpunkt.de,Cornelius Krentel,2008,M?nchen,Cashback-System,info@kickpunkt.de
Kimeta GmbH,http://www.kimeta.de,"Torsten Hein, Erik Spickschen",2005,Darmstadt,Metasuchmaschine f?r Stellenangebote,mail@kimeta.de
Kindo Network Ltd,http://www.kindo.de,Gareth Knight,2007,London,Familien-Community,hello@kindo.com
kinkaa Search Tools GmbH,http://www.kinkaa.de,"Torsten Jacobi, Claus Weber",2006,Frankfurt,Meta-Reisesuchmaschine,mail@kinkaa.de
kinkon GmbH,http://www.kinkon.de,"Sascha A. Bl?mel, Peter K. Sanner",2009,Kaiserslautern,Internet-Schutzsystem für Familien,info@kinkon.de
Kinteki GmbH,https://www.iclear.de/,Michael Sittek,2000,Mannheim,Internet-Abrechnungssystem,
Kisju GmbH,http://de.kisju.com/,"Mirko Riedel, Ann Marisa Freese",2008,Berlin,Web-Shop für Spezialitäten,service@kisju.de
Kiveda Holding GmbH,http://www.kiveda.de/,"Michael Börnicke, Carmen Gayoso und Julian Strosek",2012,Berlin,Küchen-Shop,info@kiveda.de
Kleitsch Internet GmbH,http://www.tuningsuche.de,Arnold Kleitsch,2007,Spaichingen,,kleitsch@tuningsuche.de
KlickUp GmbH,http://www.pkw.de,Boris Polenske,2012,K?ln,Online-Autobörse,info@pkw.de
knusperreich GmbH,http://www.knusperreich.de/,"Manuel Grossmann, Max Finne, Simon T?chelmann",2011,Friedrichshafen,Kekse,
KochAbo Deutschland GmbH,http://www.KochAbo.de,"Felix St?ritz, Michael Merler",2012,K?ln,,rezept- und lebensmittel-dienst
konsumo GmbH,http://www.konsumo.de/,"Martin Borr?, Martin K?lsch, Thomas Reintjes, Dominik Sch?neberg",2007,K?ln,Verbraucher-Wiki,info@konsumo.de
Kontertaktik GmbH,http://www.konterstark.de,Jan Steiger,2007,Timmendorfer Strand,Browserspiele-Hersteller,info@kontertaktik.de
kontoblick GmbH,http://www.kontoblick.de/,"Christopher Cederskog, Philipp Erler",2008,M?nchen,Finanzverwaltung,
Kontor Medien Hamburg (KMH) GmbH,http://www.dealirio.de/,Enrico Cordisco,,Hamburg,Live-Shopping-Plattform,
Kossol Media GmbH,http://www.demandr.com/,"Ulf-Jost Kossol, Daniel von Wedel",2008,Dresden,Nachfrageplattform,info@kossolmedia.de
KrankenhausExperte GmbH,http://www.krankenhaus-experte.de,Martin Krumey,2007,M?nchen,Bewertungsplattform für Kliniken,info@krankenhaus-experte.de
Kreativis GmbH,http://www.cookelani.de/,"Max Riedel, Achim Groeling, Ronald Locke, Bruno Riedel",2008,Berlin,Koch-Community,cookelani@kreativis.de
Kreditech Holding SSL GmbH,http://www.kreditech.com/,Sebastian Diemer,2012,Hamburg,Online Finanzdienstleister,info@kreditech.com
Kultquartett GmbH & Co. KG,http://www.meinkartenspiel.de,"Ole Boyken, Thorsten Kucklick",2007,Hamburg,user generated Kartenspiele,info@meinkartenspiel.de
Kumukan GmbH,https://www.manualone.com/,"Jane Gerling, Markus Schorn",2014,Bonn (Bürositz in Köln),,hello@manualone.com
kununu GmbH,http://www.kununu.com,"Mark Poreda, Martin Poreda",2007,Wien,Bewertungsplattform f?r Arbeitgeber,office@kununu.com
Kunz & Stuckenberger GbR,http://www.emorial.de,"Martin Kunz, Anton A. Stuckenberger",2008,M?nchen,Erinnerungsplattform,info@emorial.de
Label my Coffee GbR,http://www.labelmycoffee.com/,"Lorenz Illing, Jonas Braun",2010,K?ln,Kaffee für Unternehmen,info@labelmycoffee.com
Lana Labs GmbH,https://lanalabs.com/,Karina Buschsieweke,2016,Berlin,, mail@lanalabs.com
Larovo GmbH,http://www.larovo.com,"Ulrich Glemnitz, Carsten Guthardt-Schulz",2010,Troisdorf,Online-Kaufberatung,ulrich@larovo.com
Last.fm Ltd.,http://www.lastfm.de/,"Stefan Gl?nzer, Martin Stiksel, Felix Miller",2002,London,Musik-Community,office@last.fm
LB Media GmbH,http://www.menteoo.de/,"Till Luschert, Niclas von Bernstorff",2008,L?neburg,Mentoren-Plattform,anfrage@lb-media.de
LearnShip Networks GmbH,http://www.learnship.de,Sushel K. Bijganath,2008,K?ln,Sprachschule,info@learnship.de
Lecturio GmbH,http://www.lecturio.de,Martin Schlichte und Tim Koschella,2008,Leipzig,Wissensplattform für E-Vorlesungen,info@lecturio.de
Legalbase Digital GmbH,https://legalbase.de/,"Daniel Biene, Christoph Jenke",2015,Berlin,Rechtsdienstleistungen zum Festpreis,
Leihdirwas GmbH,http://www.leihdirwas.de,"Michael Aechtler, Mark Aechtler",2010,Stuttgart,Verleihplattform,info@leihdirwas.de
LeisureFoxx Ltd. & Co. KG,http://www.leisurefoxx.de,Marco Steinfatt,2007,R?sselsheim,Erlebnisplattform,info@leisurefoxx.de
Les Facettes GmbH,http://www.lesfacettes.de/,"Josef Biller, Moritz Werner",2011,M?nchen,Online-Schmuckfabrik,info@lesfacettes.de
Lesara GmbH,https://www.lesara.de/,Roman Kirsch,2013,Berlin,"Online-Discounter für günstige Damenbekleidung, Herrenmode, Wohnen und Lifestyle-Produkte",service@lesara.de
Lesson Nine GmbH,http://www.babbel.com/,"Toine Diepstraten, Lorenz Heine, Thomas Holl, Markus Witte",2007,Berlin,Sprachlernplattform,info@babbel.com
Liaison Dangereuse GbR,http://www.liaison-dangereuse.com,"Laurence Saunier, Edlyn Mauke",2007,Hamburg,Online-Shop f?r exklusive Luxus- und Trend-Dessous,l.saunier@liaison-dangereuse.com
Licennium GmbH,http://www.memoloop.de,Florian Wagner,2007,K?ln,Community zum Austausch von Erinnerungen,info@memoloop.de
Licennium GmbH,http://www.iquarius.de/,Florian Wagner,2007,K?ln,Community f?r Best-Ager,
Lieferheld GmbH,http://www.lieferheld.de,"Fabian Siegel, Nikita Fahrenholz, Claude Ritter, Doreen Huber",2010,Berlin,Food-Delivery-Service,kontakt@lieferheld.de
Life Action Games GmbH,http://www.life-action.eu,"Michael Schiemann, Alexander Berlin",2010,Berlin,Games,headquarter@life-action.eu
Lillydoo GmbH,https://www.lillydoo.com/,"Gerald Kullack, Sven Bauer",2015,Frankfurt am Main,Omni-Channel & Direct-to-Customer Vertrieb von Baby- und Damenhygieneprodukten,info@lillydoo.com
limango GmbH,http://www.limango.de,"Johannes Ditterich, Martin Oppenrieder",2007,M?nchen,Private-Shopping-Plattform f?r Kindermarken,
LimeNetTV GmbH,http://www.stream5.tv/,Steffen Matz,2007,M?nchen,Anbieter für Web-TV und Video on Demand (VoD),info@limenet.tv
Lingua-TV GmbH,http://www.lingorilla.com,"Sandra Gasber, Philip Gienandt",2007,Berlin,Lernplattform f?r Sprachen,info@lingorilla.com
Linguee GmbH,http://www.linguee.de,Gereon Frahling,2008,K?ln,Online-Wörterbuch,info@linguee.de
LinkLift Ltd.,http://www.linklift.de/,Chris Schagen,2006,Berlin,Marktplatz f?r Textlinks,kontakt (a) linklift.de
Liquid Air Lab GmbH,http://www.spodtronic.com,Mikko Linnam?ki,2002,Stuttgart,Anbieter von Radio- und Audiol?sungen,info@liquidairlab.com
Lisa Media GmbH,http://www.rechnr.de/,Holger D?hne,2007,Leipzig,Online-Rechenmaschine,team(at) rechnr.de
Litogo AG,http://www.litogo.com,Heike Lenk,2008,Augsburg,"Community-Plattform für offene, moderne und mobile Literatur",info@litogo.com
Live Shopping GmbH,http://www.guut.de,Stefan R?schinger,2007,M?nchen,Live-Shopping-Plattform,info@live-shopping.net
livedome GmbH,http://www.livedome.de,"Andreas M?ller, Thomas Bank",2007,M?nchen,Livestreaming-Dienstleister,info@livedome.com
livekritik Gesellschaft f?r Kommunikation und Kultur mbH,http://www.livekritik.de/,Rod Schmid,2011,Neuenhagen,"livekritik.de entwickelt das Bewertungs- und Kommunikationsportal für kulturelle Veranstaltungen im deutschsprachigen Raum. Das StartUp agiert in den Wachstumsmärkten Online-Werbung, Social Media, Freizeitveranstaltungen, User Generated Content und Online-Ticketing.",service@livekritik.de
LizzyNet GmbH & Co. KG,http://www.lizzynet.de/,Friederike Bing,2000,K?ln,M?dchen-Community,
LocaMap GmbH,http://www.locamap.de/,Johannes Tyra,2008,Essen,Mobiles Netzwerk,contact@locamap.de
Locca Lost&Found GmbH,http://www.locca.com,Julian Breitenecker,2012,Wien,Ortungsgeräte,office@locca.com
locr GmbH,https://www.locr.com/,"Malte Schloen, Holger Urbansky",2006,Braunschweig,Geotagging-Fotocommunity,info@locr.com
"Lohrbach, Schweikhard und Kopiec (GbR)",http://www.unicp.de,"Rene Lohrbach, Frederic Schweikhard und Janusz Kopiec",2008,Frankfurt am Main,Kommunikationsplatform für Hochschulen,info@unicp.de
lokalgold GmbH,http://www.lokalgold.de,Bj?rn-W. Sch?fer,2009,Hamburg,Web-Shop für Spezialitäten,info@lokalgold.de
lokalisten media gmbh,http://www.lokalisten.de/,"Andreas Degenhart, Jens Doka, Stefanie Waehlert",2005,M?nchen,Social-Community,kontakt@lokalisten.de
lokalisten media Gmbh,http://www.webnews.de,,2006,K?ln,News-Community,info@webnews.de
Luupo GmbH,http://www.luupo.de,Jens J?ger,2007,Korschenbroich,Schnäppchen-Community,info@luupo.de
Luxing GmbH,http://www.paymydate.de,"Jens-Ole Nickel, Robin Lederhaus",2010,Hamburg,Datingdienst,
Luxodo GmbH,http://www.luxodo.com,"Mathias von Bredow, Philipp von Criegern",2010,Hamburg,Shop-Lösung für stationäre Lusxushändler,
Luxury Fashion Trade GmbH,http://www.fashionette.de,"Fabio Labriola, Sebastian Siebert, Ronald Reschke",2008,Frankfurt am Main,Sofort- und Ratenkauf für Handtaschen,info@fashionette.de
Luxusbabe GmbH,http://www.luxusbabe.de,"Maike Senger, Hendrik Bahr",2006,Berlin,Online-Verleih für Handtaschen,info@luxusbabe.de
machdudas Limited,http://www.machdudas.de,Roman Reimer,2007,Hamburg,Online-Plattform f?r private und haushaltsnahe Dienstleistungen,
Madvertise Mobile Advertising GmbH,http://www.madvertise.de,"Carsten Frien, Philipp Hartmann",2008,Berlin,Marktplatz für Werbung im mobilen Internet.,info@madvertise.de
magari internet GmbH,http://www.daparto.de,Stefan Friemel,2008,Berlin,Autoteile-Marktplatz,
mageleo GmbH,http://www.mageleo.de/,"Stefan Orth, Martin Sch??ler",2009,Wuppertal,Suchmaschine,
MAKIme Services GmbH,http://www.makime.com,Stefanie Lang,2009,Stuttgart,Plattform für Geschäftsfreisende,kontakt@makime.com
Malerprofis24 Internet Service UG (haftungsbeschr?nkt),http://www.malerprofis24.de,,2013,Berlin,,
Mamily GmbH,http://www.mamily.de/,,2007,Hamburg,Mütter-Netzwerk,info@mamily.de
Mamiweb GmbH,http://www.mamiweb.de/,Gerhard Oellinger,2007,Frankfurt am Main,M?tter-Netzwerk,communication@mamiweb.de
Manolito Marketing GmbH,http://www.manolitoswelt.de,"Markus Hartwig, Verena Simon",2007,"Leipzig, M?nchen",Reiseplattform f?r Kinder,simon@manolitoswelt.de
Manui GmbH,http://www.graph.me,"Ren? Karsten Kunkel, Sebastian Paschold, Andreas Reiter",2009,M?nchen,Umfragen und Abstimmungen als Widget überall platzieren,info@graph.me
map-box GmbH,http://www.map-box.de/,Robert Baues,2009,K?ln,Onlineportal zur individuellen Gestaltung und Bestellung verschiedenster Produkte mit aufgedrucktem Kartenmaterial.,info@map-box.de
Mapudo GmbH,https://www.mapudo.de,"Sebastian Grethe, Niklas Friederichsen",2014,Düsseldorf,B2B-Marktplatz,
Marktjagd GmbH,http://www.marktjagd.de,"Jan Gro?mann, Thomas Harzer",2008,Dresden,Regionale Verbraucher-Plattform,kontakt@marktjagd.de
mashero GmbH,http://www.mashero.com/,Guido Brand,2007,Berlin,Zielgruppengenaue Web-Werbung,
matching box GmbH,https://www.matchingbox.de/,Athanasios Roussidis,2014,Düsseldorf,Matchingportal im Bereich Personalrecruiting,
MedByMed GmbH,http://www.medbymed.de,"Martin Butz, Manuel Marchese",2006,Garching bei M?nchen,Online-Marktplatz f?r gebrauchte zahnmedizinische Ger?te,martin.butz@medbymed.de
Media Innovation GmbH,,Ulrich Schober,2008,Berlin,Such- und Auskunftsplattform,info@yellow1.com
Media Store Hirth,http://www.verkaufsuns.de,Dennis Hirth,2010,Frankfurt an der Oder,Ankauf von gebrauchter Elektronik,info@verkaufsuns.de
mediaclipping GmbH,http://www.mediaclipping.de,Nils T. Kohle,2006,Bremen,Clipping-Dienst f?r TV und H?rfunk,n.kohle@mediaclipping.de
Mediamacher Ltd.,http://www.mediap.de,Patrick Gruban,2007,M?nchen,Netzwerk f?r Medienschaffende,gruban@mediap.de
mediapeers GmbH,http://www.mediapeers.com,"Holger Hendel, Moritz Viehweger",2006,Berlin,b2b-Marktplatz f?r audiovisuelle Inhalte,
mediaroute GmbH & Co. KG,http://www.mediaroute.de/,Thomas Ottersbach,2007,Siegburg,Online-Vermarkter,info@mediaroute.de
Medici Internet GbR,http://www.sms-lotse.de,"Michael Ambros, Gunther Schmidt",2008,Berlin,Plattform zum Versand kostenloser SMS,info@smslotse.de
MediKompass GmbH,http://www.medikompass.de,Sascha Sterlemann,2006,München,Preisvergleich für medizinische Leistungen,info@medikompass.com
Medmonitor GmbH & Co. KG,http://www.medmonitor.de,Dirk Lanio,2007,Hamburg,Kliniksuch- und Bewertungsplattform,info@medmonitor.de
MegaCase GmbH,http://megacase.de/,"Klaus Langer, Andreas Kraus, Philipp Langer",2008,Frankfurt am Main,"Mass-Customizationdienst rund um Transportkoffer,",
MegaZebra GmbH,http://www.megazebra.com/,"Henning Kosmack, Steffen Rusitschka, Christian Meister",2008,M?nchen,Social-Games-Anbieter,
MeinAuto GmbH,http://www.meinauto.de,"Alexander Bugge, Thomas Eichenberg, Christian Wild",2007,K?ln,Online-Portal für den Neuwagenkauf,info@meinauto.de
meincast GbR,http://www.meincast.de,"Caroline Kutsch, Lukas Jahn",2008,Aachen,Castingplattform,info@meincast.de
meine m?belmanufaktur GmbH,,"Sebastian Schips, Birgit Gr?ger",2011,K?ngen,Schreiner 2.0,info@meine-moebelmanufaktur.de
MeinSportplatz GmbH,http://meinsportplatz.de/,,2007,Neuching,"Community f?r L?ufer, Skater und Radfahrer",kontakt@meinsportplatz.de
MeisterLabs GmbH,http://www.mindmeister.com,"Michael Hollauf, Till Vollmer",2007,M?nchen,Dienst zum Erstellen von Mind Maps,tvollmer@codemart.de
Melixer Software Design UG,http://www.fuenfi.de,Ali Albazaz,2010,Bonn,Vermittlung von Mini-Jobs,info@fuenfi.de
Mellowball.com,http://www.mellowball.com,"Till Monshausen, Sebastian Hettlage",2009,Hamburg,Surprise-Shopping,
MenschDanke GmbH,http://www.gutscheinpony.de,"Juergen von Schwerin, Stefan Dickmann",2009,Berlin,Gutschein- und Schnäppchenportal,info@menschdanke.de
merkando GmbH,http://www.merkando.de,"Robert Baues, Sylvia Kollek, Evelyn Junker",2010,K?ln,Merchandising-Shop für Jedermann,
"MetaSieve D?mges, Wilmsmann GbR",http://www.metasieve.com,"Florian D?mges, Bj?rn Wilmsmann",2008,Bochum,Suchmaschinentechnologieanbieter,
Metaversum GmbH,http://www.twinity.com/,"Mirko Caspar, Dietrich Charisius, Jochen Hummel",2006,Berlin,3D-Online-Welt,info@metaversum.com
Metaversum GmbH,http://www.yumondo.com/,"Mirko Caspar, Dietrich Charisius, Jochen Hummel",2006,Berlin,Social Community,info@metaversum.com
Metropolis Solutions GmbH,http://www.thelabelfinder.com,Julian Hildebrandt,2006,Berlin,Suchmaschine für Modelabels und Shops,info@thelabelfinder.com
microshooting GmbH,http://www.microshooting.de/,"Giuseppe Poso, Oliver Seibt",2008,D?sseldorf,Foto-Marktplatz,info@microshooting.de
mightyproducts Handels GmbH,http://www.rabattschlacht.de/,Jens Kunath,2008,Hamburg,Live-Shopping-Plattform,
